"actor_name","title","length","film_groups"
"Natalie Hopkins","Fantasy Troopers",58,"less 60 min"
"Natalie Hopkins","Feathers Metal",104,"GR1"
"Natalie Hopkins","Fool Mockingbird",158,"Gr2"
"Natalie Hopkins","Graceland Dynamite",140,"Gr2"
"Natalie Hopkins","Harold French",168,"Gr2"
"Natalie Hopkins","Hills Neighbors",93,"GR1"
"Natalie Hopkins","Holes Brannigan",128,"Gr2"
"Natalie Hopkins","House Dynamite",109,"GR1"
"Natalie Hopkins","Jason Trap",130,"Gr2"
"Natalie Hopkins","Kwai Homeward",46,"less 60 min"
"Natalie Hopkins","License Weekend",91,"GR1"
"Natalie Hopkins","Majestic Floats",130,"Gr2"
"Natalie Hopkins","Monsoon Cause",182,"BGr3"
"Natalie Hopkins","Network Peak",75,"GR1"
"Natalie Hopkins","Nuts Ties",145,"Gr2"
"Natalie Hopkins","Others Soup",118,"GR1"
"Natalie Hopkins","Perfect Groove",82,"GR1"
"Natalie Hopkins","Rear Trading",97,"GR1"
"Natalie Hopkins","Rings Heartbreakers",58,"less 60 min"
"Natalie Hopkins","Siege Madre",111,"GR1"
"Natalie Hopkins","Spinal Rocky",138,"Gr2"
"Natalie Hopkins","Stampede Disturbing",75,"GR1"
"Natalie Hopkins","Torque Bound",179,"Gr2"
"Natalie Hopkins","Twisted Pirates",152,"Gr2"
"Natalie Hopkins","Unforgiven Zoolander",129,"Gr2"
"Natalie Hopkins","War Notting",80,"GR1"
"Gary Phoenix","African Egg",130,"Gr2"
"Gary Phoenix","Bedazzled Married",73,"GR1"
"Gary Phoenix","Bucket Brotherhood",133,"Gr2"
"Gary Phoenix","Calendar Gunfight",120,NULL
"Gary Phoenix","Carol Texas",151,"Gr2"
"Gary Phoenix","Citizen Shrek",165,"Gr2"
"Gary Phoenix","Handicap Boondock",108,"GR1"
"Gary Phoenix","Head Stranger",69,"GR1"
"Gary Phoenix","Holes Brannigan",128,"Gr2"
"Gary Phoenix","Insects Stone",123,"Gr2"
"Gary Phoenix","Jumanji Blade",121,"Gr2"
"Gary Phoenix","Loathing Legally",140,"Gr2"
"Gary Phoenix","North Tequila",67,"GR1"
"Gary Phoenix","Pickup Driving",77,"GR1"
"Gary Phoenix","River Outlaw",149,"Gr2"
"Gary Phoenix","Road Roxanne",158,"Gr2"
"Gary Phoenix","Rock Instinct",102,"GR1"
"Gary Phoenix","Run Pacific",145,"Gr2"
"Gary Phoenix","Stock Glass",160,"Gr2"
"Gary Phoenix","Timberland Sky",69,"GR1"
"Gary Phoenix","Tomorrow Hustler",142,"Gr2"
"Gary Phoenix","Victory Academy",64,"GR1"
"Gary Phoenix","Wild Apollo",181,"BGr3"
"Gary Phoenix","World Leathernecks",171,"Gr2"
"Gary Phoenix","Wrong Behavior",178,"Gr2"
"Carmen Hunt","Amelie Hellfighters",79,"GR1"
"Carmen Hunt","Bowfinger Gables",72,"GR1"
"Carmen Hunt","Breaking Home",169,"Gr2"
"Carmen Hunt","Butch Panther",67,"GR1"
"Carmen Hunt","Daisy Menagerie",84,"GR1"
"Carmen Hunt","Dracula Crystal",176,"Gr2"
"Carmen Hunt","Frost Head",82,"GR1"
"Carmen Hunt","Grapes Fury",155,"Gr2"
"Carmen Hunt","Gunfight Moon",70,"GR1"
"Carmen Hunt","Hawk Chill",47,"less 60 min"
"Carmen Hunt","Holocaust Highball",149,"Gr2"
"Carmen Hunt","Jade Bunch",174,"Gr2"
"Carmen Hunt","Legally Secretary",113,"GR1"
"Carmen Hunt","Lesson Cleopatra",167,"Gr2"
"Carmen Hunt","Mixed Doors",180,NULL
"Carmen Hunt","Moonshine Cabin",171,"Gr2"
"Carmen Hunt","Patriot Roman",65,"GR1"
"Carmen Hunt","Phantom Glory",60,NULL
"Carmen Hunt","Pollock Deliverance",137,"Gr2"
"Carmen Hunt","Random Go",73,"GR1"
"Carmen Hunt","Smoking Barbarella",50,"less 60 min"
"Carmen Hunt","Teen Apollo",74,"GR1"
"Carmen Hunt","Telegraph Voyage",148,"Gr2"
"Carmen Hunt","Truman Crazy",92,"GR1"
"Carmen Hunt","Voyage Legally",78,"GR1"
"Carmen Hunt","Zoolander Fiction",101,"GR1"
"Mena Temple","Academy Dinosaur",86,"GR1"
"Mena Temple","Alabama Devil",114,"GR1"
"Mena Temple","Balloon Homeward",75,"GR1"
"Mena Temple","Beach Heartbreakers",122,"Gr2"
"Mena Temple","Butterfly Chocolat",89,"GR1"
"Mena Temple","Carrie Bunch",114,"GR1"
"Mena Temple","Casualties Encino",179,"Gr2"
"Mena Temple","Contact Anonymous",166,"Gr2"
"Mena Temple","Drop Waterfront",178,"Gr2"
"Mena Temple","Early Home",96,"GR1"
"Mena Temple","English Bulworth",51,"less 60 min"
"Mena Temple","Fellowship Autumn",77,"GR1"
"Mena Temple","Gilmore Boiled",163,"Gr2"
"Mena Temple","Gump Date",53,"less 60 min"
"Mena Temple","Ice Crossing",131,"Gr2"
"Mena Temple","Interview Liaisons",59,"less 60 min"
"Mena Temple","Jumanji Blade",121,"Gr2"
"Mena Temple","Jungle Closer",134,"Gr2"
"Mena Temple","Lambs Cincinatti",144,"Gr2"
"Mena Temple","Liaisons Sweet",140,"Gr2"
"Mena Temple","Microcosmos Paradise",105,"GR1"
"Mena Temple","Mighty Luck",122,"Gr2"
"Mena Temple","Mile Mulan",64,"GR1"
"Mena Temple","Primary Glass",53,"less 60 min"
"Mena Temple","Requiem Tycoon",167,"Gr2"
"Mena Temple","Resurrection Silverado",117,"GR1"
"Mena Temple","Varsity Trip",85,"GR1"
"Mena Temple","Vision Torque",59,"less 60 min"
"Mena Temple","Wash Heavenly",161,"Gr2"
"Mena Temple","Wizard Coldblooded",75,"GR1"
"Penelope Pinkett","Boiled Dares",102,"GR1"
"Penelope Pinkett","Cause Date",179,"Gr2"
"Penelope Pinkett","Cider Desire",101,"GR1"
"Penelope Pinkett","Core Suit",92,"GR1"
"Penelope Pinkett","English Bulworth",51,"less 60 min"
"Penelope Pinkett","Excitement Eve",51,"less 60 min"
"Penelope Pinkett","Family Sweet",155,"Gr2"
"Penelope Pinkett","Gandhi Kwai",86,"GR1"
"Penelope Pinkett","Juggler Hardly",54,"less 60 min"
"Penelope Pinkett","Lawless Vision",181,"BGr3"
"Penelope Pinkett","Lion Uncut",50,"less 60 min"
"Penelope Pinkett","Madre Gables",98,"GR1"
"Penelope Pinkett","Motions Details",166,"Gr2"
"Penelope Pinkett","Oleander Clue",161,"Gr2"
"Penelope Pinkett","Oz Liaisons",85,"GR1"
"Penelope Pinkett","Paris Weekend",121,"Gr2"
"Penelope Pinkett","Rushmore Mermaid",150,"Gr2"
"Penelope Pinkett","Saturday Lambs",150,"Gr2"
"Penelope Pinkett","State Wasteland",113,"GR1"
"Penelope Pinkett","Submarine Bed",127,"Gr2"
"Penelope Pinkett","Suit Walls",111,"GR1"
"Penelope Pinkett","Troopers Metal",115,"GR1"
"Penelope Pinkett","Westward Seabiscuit",52,"less 60 min"
"Penelope Pinkett","Worker Tarzan",139,"Gr2"
"Penelope Pinkett","World Leathernecks",171,"Gr2"
"Fay Kilmer","Airport Pollock",54,"less 60 min"
"Fay Kilmer","Anonymous Human",179,"Gr2"
"Fay Kilmer","Bird Independence",163,"Gr2"
"Fay Kilmer","Crusade Honey",112,"GR1"
"Fay Kilmer","Fellowship Autumn",77,"GR1"
"Fay Kilmer","Flamingos Connecticut",80,"GR1"
"Fay Kilmer","Frontier Cabin",183,"BGr3"
"Fay Kilmer","Harry Idaho",121,"Gr2"
"Fay Kilmer","Jersey Sassy",60,NULL
"Fay Kilmer","Jet Neighbors",59,"less 60 min"
"Fay Kilmer","Movie Shakespeare",53,"less 60 min"
"Fay Kilmer","Mussolini Spoilers",180,NULL
"Fay Kilmer","Nemo Campus",131,"Gr2"
"Fay Kilmer","Racer Egg",147,"Gr2"
"Fay Kilmer","Secret Groundhog",90,"GR1"
"Fay Kilmer","Shootist Superfly",67,"GR1"
"Fay Kilmer","Snatchers Montezuma",74,"GR1"
"Fay Kilmer","Spice Sorority",141,"Gr2"
"Fay Kilmer","Vacation Boondock",145,"Gr2"
"Fay Kilmer","Watch Tracy",78,"GR1"
"Dan Harris","Bedazzled Married",73,"GR1"
"Dan Harris","Boondock Ballroom",76,"GR1"
"Dan Harris","Destiny Saturday",56,"less 60 min"
"Dan Harris","Divine Resurrection",100,"GR1"
"Dan Harris","Eyes Driving",172,"Gr2"
"Dan Harris","Fellowship Autumn",77,"GR1"
"Dan Harris","Ghost Groundhog",85,"GR1"
"Dan Harris","Groove Fiction",111,"GR1"
"Dan Harris","Hills Neighbors",93,"GR1"
"Dan Harris","Holiday Games",78,"GR1"
"Dan Harris","Independence Hotel",157,"Gr2"
"Dan Harris","Insider Arizona",78,"GR1"
"Dan Harris","Jade Bunch",174,"Gr2"
"Dan Harris","Lies Treatment",147,"Gr2"
"Dan Harris","Monterey Labyrinth",158,"Gr2"
"Dan Harris","Reunion Witches",63,"GR1"
"Dan Harris","Run Pacific",145,"Gr2"
"Dan Harris","School Jacket",151,"Gr2"
"Dan Harris","Seven Swarm",127,"Gr2"
"Dan Harris","Siege Madre",111,"GR1"
"Dan Harris","Steers Armageddon",140,"Gr2"
"Dan Harris","Straight Hours",151,"Gr2"
"Dan Harris","Summer Scarface",53,"less 60 min"
"Dan Harris","Superfly Trip",114,"GR1"
"Dan Harris","Titanic Boondock",104,"GR1"
"Dan Harris","Titans Jerk",91,"GR1"
"Dan Harris","Vanishing Rocky",123,"Gr2"
"Dan Harris","Watership Frontier",112,"GR1"
"Jude Cruise","Alley Evolution",180,NULL
"Jude Cruise","Arabia Dogma",62,"GR1"
"Jude Cruise","Brotherhood Blanket",73,"GR1"
"Jude Cruise","Camelot Vacation",61,"GR1"
"Jude Cruise","Carrie Bunch",114,"GR1"
"Jude Cruise","Champion Flatliners",51,"less 60 min"
"Jude Cruise","Chinatown Gladiator",61,"GR1"
"Jude Cruise","Citizen Shrek",165,"Gr2"
"Jude Cruise","Crossing Divorce",50,"less 60 min"
"Jude Cruise","Date Speed",104,"GR1"
"Jude Cruise","Drums Dynamite",96,"GR1"
"Jude Cruise","Eagles Panky",140,"Gr2"
"Jude Cruise","Fireball Philadelphia",148,"Gr2"
"Jude Cruise","Frontier Cabin",183,"BGr3"
"Jude Cruise","Halloween Nuts",47,"less 60 min"
"Jude Cruise","House Dynamite",109,"GR1"
"Jude Cruise","Ice Crossing",131,"Gr2"
"Jude Cruise","Knock Warlock",71,"GR1"
"Jude Cruise","Monster Spartacus",107,"GR1"
"Jude Cruise","Mulholland Beast",157,"Gr2"
"Jude Cruise","Open African",131,"Gr2"
"Jude Cruise","Platoon Instinct",132,"Gr2"
"Jude Cruise","Quest Mussolini",177,"Gr2"
"Jude Cruise","Random Go",73,"GR1"
"Jude Cruise","Rear Trading",97,"GR1"
"Jude Cruise","Rock Instinct",102,"GR1"
"Jude Cruise","Scalawag Duck",183,"BGr3"
"Jude Cruise","Strangelove Desire",103,"GR1"
"Jude Cruise","Timberland Sky",69,"GR1"
"Jude Cruise","Twisted Pirates",152,"Gr2"
"Christian Akroyd","Backlash Undefeated",118,"GR1"
"Christian Akroyd","Betrayed Rear",122,"Gr2"
"Christian Akroyd","Caper Motions",176,"Gr2"
"Christian Akroyd","Catch Amistad",183,"BGr3"
"Christian Akroyd","Chance Resurrection",70,"GR1"
"Christian Akroyd","Confused Candles",122,"Gr2"
"Christian Akroyd","Cupboard Sinners",56,"less 60 min"
"Christian Akroyd","Divide Monster",68,"GR1"
"Christian Akroyd","Doom Dancing",68,"GR1"
"Christian Akroyd","Doors President",49,"less 60 min"
"Christian Akroyd","Driver Annie",159,"Gr2"
"Christian Akroyd","Feathers Metal",104,"GR1"
"Christian Akroyd","Fire Wolves",173,"Gr2"
"Christian Akroyd","Hills Neighbors",93,"GR1"
"Christian Akroyd","Home Pity",185,"BGr3"
"Christian Akroyd","Innocent Usual",178,"Gr2"
"Christian Akroyd","Jawbreaker Brooklyn",118,"GR1"
"Christian Akroyd","Luke Mummy",74,"GR1"
"Christian Akroyd","Magnolia Forrester",171,"Gr2"
"Christian Akroyd","Maiden Home",138,"Gr2"
"Christian Akroyd","Maker Gables",136,"Gr2"
"Christian Akroyd","Million Ace",142,"Gr2"
"Christian Akroyd","Mourning Purple",146,"Gr2"
"Christian Akroyd","Nuts Ties",145,"Gr2"
"Christian Akroyd","Oklahoma Jumanji",58,"less 60 min"
"Christian Akroyd","Operation Operation",156,"Gr2"
"Christian Akroyd","Princess Giant",71,"GR1"
"Christian Akroyd","Reservoir Adaptation",61,"GR1"
"Christian Akroyd","Sabrina Midnight",99,"GR1"
"Christian Akroyd","Sinners Atlantis",126,"Gr2"
"Christian Akroyd","Streetcar Intentions",73,"GR1"
"Christian Akroyd","Submarine Bed",127,"Gr2"
"Dustin Tautou","African Egg",130,"Gr2"
"Dustin Tautou","Autumn Crow",108,"GR1"
"Dustin Tautou","Banger Pinocchio",113,"GR1"
"Dustin Tautou","Bill Others",93,"GR1"
"Dustin Tautou","Born Spinal",179,"Gr2"
"Dustin Tautou","Carol Texas",151,"Gr2"
"Dustin Tautou","Cause Date",179,"Gr2"
"Dustin Tautou","Celebrity Horn",110,"GR1"
"Dustin Tautou","Conversation Downhill",112,"GR1"
"Dustin Tautou","Darko Dorado",130,"Gr2"
"Dustin Tautou","Donnie Alley",125,"Gr2"
"Dustin Tautou","Expendable Stallion",97,"GR1"
"Dustin Tautou","Hobbit Alien",157,"Gr2"
"Dustin Tautou","Metropolis Coma",64,"GR1"
"Dustin Tautou","Oscar Gold",115,"GR1"
"Dustin Tautou","Pacific Amistad",144,"Gr2"
"Dustin Tautou","Pollock Deliverance",137,"Gr2"
"Dustin Tautou","Prejudice Oleander",98,"GR1"
"Dustin Tautou","Pulp Beverly",89,"GR1"
"Dustin Tautou","Rainbow Shock",74,"GR1"
"Dustin Tautou","Rules Human",153,"Gr2"
"Dustin Tautou","Sea Virgin",80,"GR1"
"Dustin Tautou","Stranger Strangers",139,"Gr2"
"Dustin Tautou","Summer Scarface",53,"less 60 min"
"Dustin Tautou","Villain Desperate",76,"GR1"
"Dustin Tautou","Virtual Spoilers",144,"Gr2"
"Dustin Tautou","Wonderful Drop",126,"Gr2"
"Henry Berry","Apache Divine",92,"GR1"
"Henry Berry","Bonnie Holocaust",63,"GR1"
"Henry Berry","Chamber Italian",117,"GR1"
"Henry Berry","Chicken Hellfighters",122,"Gr2"
"Henry Berry","Connecticut Tramp",172,"Gr2"
"Henry Berry","Conquerer Nuts",173,"Gr2"
"Henry Berry","Craft Outfield",64,"GR1"
"Henry Berry","Desert Poseidon",64,"GR1"
"Henry Berry","Divide Monster",68,"GR1"
"Henry Berry","Dogma Family",122,"Gr2"
"Henry Berry","Drifter Commandments",61,"GR1"
"Henry Berry","Dumbo Lust",119,"GR1"
"Henry Berry","Extraordinary Conquerer",122,"Gr2"
"Henry Berry","Factory Dragon",144,"Gr2"
"Henry Berry","Freddy Storm",65,"GR1"
"Henry Berry","Grapes Fury",155,"Gr2"
"Henry Berry","Hollywood Anonymous",69,"GR1"
"Henry Berry","Hours Rage",122,"Gr2"
"Henry Berry","Kane Exorcist",92,"GR1"
"Henry Berry","Louisiana Harry",70,"GR1"
"Henry Berry","Maiden Home",138,"Gr2"
"Henry Berry","Paris Weekend",121,"Gr2"
"Henry Berry","Patton Interview",175,"Gr2"
"Henry Berry","Pilot Hoosiers",50,"less 60 min"
"Henry Berry","Rushmore Mermaid",150,"Gr2"
"Henry Berry","Scorpion Apollo",137,"Gr2"
"Henry Berry","Shane Darkness",93,"GR1"
"Henry Berry","Shanghai Tycoon",47,"less 60 min"
"Henry Berry","Sleepless Monsoon",64,"GR1"
"Henry Berry","Spirit Flintstones",149,"Gr2"
"Henry Berry","Spy Mile",112,"GR1"
"Henry Berry","Uptown Young",84,"GR1"
"Henry Berry","Wagon Jaws",152,"Gr2"
"Henry Berry","Whale Bikini",109,"GR1"
"Henry Berry","Wonka Sea",85,"GR1"
"Christian Neeson","Divide Monster",68,"GR1"
"Christian Neeson","Divorce Shining",47,"less 60 min"
"Christian Neeson","Fellowship Autumn",77,"GR1"
"Christian Neeson","Glory Tracy",115,"GR1"
"Christian Neeson","Graceland Dynamite",140,"Gr2"
"Christian Neeson","Graffiti Love",117,"GR1"
"Christian Neeson","Hollywood Anonymous",69,"GR1"
"Christian Neeson","Horn Working",95,"GR1"
"Christian Neeson","Lambs Cincinatti",144,"Gr2"
"Christian Neeson","Liaisons Sweet",140,"Gr2"
"Christian Neeson","Liberty Magnificent",138,"Gr2"
"Christian Neeson","Love Suicides",181,"BGr3"
"Christian Neeson","Lover Truman",75,"GR1"
"Christian Neeson","Mob Duffel",105,"GR1"
"Christian Neeson","Opposite Necklace",92,"GR1"
"Christian Neeson","Outlaw Hanky",148,"Gr2"
"Christian Neeson","Oz Liaisons",85,"GR1"
"Christian Neeson","Punk Divorce",100,"GR1"
"Christian Neeson","Runner Madigan",101,"GR1"
"Christian Neeson","Savannah Town",84,"GR1"
"Christian Neeson","Scalawag Duck",183,"BGr3"
"Christian Neeson","Sensibility Rear",98,"GR1"
"Christian Neeson","Spirited Casualties",138,"Gr2"
"Christian Neeson","Splash Gump",175,"Gr2"
"Christian Neeson","World Leathernecks",171,"Gr2"
"Jayne Neeson","Agent Truman",169,"Gr2"
"Jayne Neeson","Artist Coldblooded",170,"Gr2"
"Jayne Neeson","Banger Pinocchio",113,"GR1"
"Jayne Neeson","Brooklyn Desert",161,"Gr2"
"Jayne Neeson","Brotherhood Blanket",73,"GR1"
"Jayne Neeson","Cause Date",179,"Gr2"
"Jayne Neeson","Crystal Breaking",184,"BGr3"
"Jayne Neeson","Darling Breaking",165,"Gr2"
"Jayne Neeson","Dinosaur Secretary",63,"GR1"
"Jayne Neeson","Edge Kissing",153,"Gr2"
"Jayne Neeson","Expendable Stallion",97,"GR1"
"Jayne Neeson","Frida Slipper",73,"GR1"
"Jayne Neeson","Grail Frankenstein",85,"GR1"
"Jayne Neeson","Groundhog Uncut",139,"Gr2"
"Jayne Neeson","Halloween Nuts",47,"less 60 min"
"Jayne Neeson","Hanover Galaxy",47,"less 60 min"
"Jayne Neeson","Haunting Pianist",181,"BGr3"
"Jayne Neeson","Hedwig Alter",169,"Gr2"
"Jayne Neeson","Homicide Peach",141,"Gr2"
"Jayne Neeson","Hyde Doctor",100,"GR1"
"Jayne Neeson","Independence Hotel",157,"Gr2"
"Jayne Neeson","Interview Liaisons",59,"less 60 min"
"Jayne Neeson","Polish Brooklyn",61,"GR1"
"Jayne Neeson","Quest Mussolini",177,"Gr2"
"Jayne Neeson","Records Zorro",182,"BGr3"
"Jayne Neeson","Voyage Legally",78,"GR1"
"Jayne Neeson","Wolves Desire",55,"less 60 min"
"Jayne Neeson","Worker Tarzan",139,"Gr2"
"Jayne Neeson","World Leathernecks",171,"Gr2"
"Cameron Wray","Bingo Talented",150,"Gr2"
"Cameron Wray","Champion Flatliners",51,"less 60 min"
"Cameron Wray","Coma Head",109,"GR1"
"Cameron Wray","Dares Pluto",89,"GR1"
"Cameron Wray","Destination Jerk",76,"GR1"
"Cameron Wray","Dozen Lion",177,"Gr2"
"Cameron Wray","Dracula Crystal",176,"Gr2"
"Cameron Wray","Elf Murder",155,"Gr2"
"Cameron Wray","Hall Cassidy",51,"less 60 min"
"Cameron Wray","Lesson Cleopatra",167,"Gr2"
"Cameron Wray","October Submarine",54,"less 60 min"
"Cameron Wray","Satisfaction Confidential",75,"GR1"
"Cameron Wray","Seven Swarm",127,"Gr2"
"Cameron Wray","Slipper Fidelity",156,"Gr2"
"Cameron Wray","Titans Jerk",91,"GR1"
"Cameron Wray","Valley Packer",73,"GR1"
"Cameron Wray","Virgin Daisy",179,"Gr2"
"Cameron Wray","Virginian Pluto",164,"Gr2"
"Cameron Wray","Wolves Desire",55,"less 60 min"
"Ray Johansson","Adaptation Holes",50,"less 60 min"
"Ray Johansson","Aladdin Calendar",63,"GR1"
"Ray Johansson","Arizona Bang",121,"Gr2"
"Ray Johansson","Boondock Ballroom",76,"GR1"
"Ray Johansson","Born Spinal",179,"Gr2"
"Ray Johansson","Casper Dragonfly",163,"Gr2"
"Ray Johansson","Crusade Honey",112,"GR1"
"Ray Johansson","Empire Malkovich",177,"Gr2"
"Ray Johansson","Evolution Alter",174,"Gr2"
"Ray Johansson","Fellowship Autumn",77,"GR1"
"Ray Johansson","Freedom Cleopatra",133,"Gr2"
"Ray Johansson","Gables Metropolis",161,"Gr2"
"Ray Johansson","Idaho Love",172,"Gr2"
"Ray Johansson","Iron Moon",46,"less 60 min"
"Ray Johansson","Island Exorcist",84,"GR1"
"Ray Johansson","Lady Stage",67,"GR1"
"Ray Johansson","Madigan Dorado",116,"GR1"
"Ray Johansson","Manchurian Curtain",177,"Gr2"
"Ray Johansson","Menagerie Rushmore",147,"Gr2"
"Ray Johansson","Metropolis Coma",64,"GR1"
"Ray Johansson","Moonwalker Fool",184,"BGr3"
"Ray Johansson","National Story",92,"GR1"
"Ray Johansson","Outbreak Divine",169,"Gr2"
"Ray Johansson","Prejudice Oleander",98,"GR1"
"Ray Johansson","Splash Gump",175,"Gr2"
"Ray Johansson","Strangelove Desire",103,"GR1"
"Ray Johansson","Suicides Silence",93,"GR1"
"Ray Johansson","Uncut Suicides",172,"Gr2"
"Ray Johansson","United Pilot",164,"Gr2"
"Ray Johansson","Wizard Coldblooded",75,"GR1"
"Angela Hudson","Armageddon Lost",99,"GR1"
"Angela Hudson","Autumn Crow",108,"GR1"
"Angela Hudson","Bride Intrigue",56,"less 60 min"
"Angela Hudson","Bulworth Commandments",61,"GR1"
"Angela Hudson","Candles Grapes",135,"Gr2"
"Angela Hudson","Cassidy Wyoming",61,"GR1"
"Angela Hudson","Clones Pinocchio",124,"Gr2"
"Angela Hudson","Element Freddy",115,"GR1"
"Angela Hudson","Fatal Haunted",91,"GR1"
"Angela Hudson","Frisco Forrest",51,"less 60 min"
"Angela Hudson","Games Bowfinger",119,"GR1"
"Angela Hudson","Gosford Donnie",129,"Gr2"
"Angela Hudson","Hanover Galaxy",47,"less 60 min"
"Angela Hudson","Island Exorcist",84,"GR1"
"Angela Hudson","Japanese Run",135,"Gr2"
"Angela Hudson","Jason Trap",130,"Gr2"
"Angela Hudson","Jumping Wrath",74,"GR1"
"Angela Hudson","Kick Savannah",179,"Gr2"
"Angela Hudson","Legend Jedi",59,"less 60 min"
"Angela Hudson","Lesson Cleopatra",167,"Gr2"
"Angela Hudson","Luke Mummy",74,"GR1"
"Angela Hudson","Maltese Hope",127,"Gr2"
"Angela Hudson","Metal Armageddon",161,"Gr2"
"Angela Hudson","Mile Mulan",64,"GR1"
"Angela Hudson","Nash Chocolat",180,NULL
"Angela Hudson","Paris Weekend",121,"Gr2"
"Angela Hudson","Pity Bound",60,NULL
"Angela Hudson","Prejudice Oleander",98,"GR1"
"Angela Hudson","Random Go",73,"GR1"
"Angela Hudson","Robbers Joon",102,"GR1"
"Angela Hudson","Strangelove Desire",103,"GR1"
"Angela Hudson","Velvet Terminator",173,"Gr2"
"Angela Hudson","Voyage Legally",78,"GR1"
"Angela Hudson","Watership Frontier",112,"GR1"
"Mary Tandy","Barbarella Streetcar",65,"GR1"
"Mary Tandy","Chill Luck",142,"Gr2"
"Mary Tandy","Dangerous Uptown",121,"Gr2"
"Mary Tandy","Destiny Saturday",56,"less 60 min"
"Mary Tandy","Devil Desire",87,"GR1"
"Mary Tandy","Diary Panic",107,"GR1"
"Mary Tandy","Ending Crowds",85,"GR1"
"Mary Tandy","Falcon Volume",102,"GR1"
"Mary Tandy","Fugitive Maguire",83,"GR1"
"Mary Tandy","Garden Island",80,"GR1"
"Mary Tandy","Gleaming Jawbreaker",89,"GR1"
"Mary Tandy","Grapes Fury",155,"Gr2"
"Mary Tandy","Holocaust Highball",149,"Gr2"
"Mary Tandy","Horror Reign",139,"Gr2"
"Mary Tandy","Maker Gables",136,"Gr2"
"Mary Tandy","Murder Antitrust",166,"Gr2"
"Mary Tandy","Philadelphia Wife",137,"Gr2"
"Mary Tandy","Primary Glass",53,"less 60 min"
"Mary Tandy","Queen Luke",163,"Gr2"
"Mary Tandy","Requiem Tycoon",167,"Gr2"
"Mary Tandy","School Jacket",151,"Gr2"
"Mary Tandy","Shrunk Divine",139,"Gr2"
"Mary Tandy","Spinal Rocky",138,"Gr2"
"Mary Tandy","Sweden Shining",176,"Gr2"
"Mary Tandy","Treasure Command",102,"GR1"
"Mary Tandy","Truman Crazy",92,"GR1"
"Mary Tandy","Uptown Young",84,"GR1"
"Mary Tandy","Voyage Legally",78,"GR1"
"Mary Tandy","War Notting",80,"GR1"
"Mary Tandy","Wars Pluto",128,"Gr2"
"Mary Tandy","Zoolander Fiction",101,"GR1"
"Jessica Bailey","Analyze Hoosiers",181,"BGr3"
"Jessica Bailey","Basic Easy",90,"GR1"
"Jessica Bailey","Berets Agent",77,"GR1"
"Jessica Bailey","Chinatown Gladiator",61,"GR1"
"Jessica Bailey","Doom Dancing",68,"GR1"
"Jessica Bailey","Dorado Notting",139,"Gr2"
"Jessica Bailey","Drop Waterfront",178,"Gr2"
"Jessica Bailey","Head Stranger",69,"GR1"
"Jessica Bailey","Jawbreaker Brooklyn",118,"GR1"
"Jessica Bailey","Kick Savannah",179,"Gr2"
"Jessica Bailey","League Hellfighters",110,"GR1"
"Jessica Bailey","Mighty Luck",122,"Gr2"
"Jessica Bailey","Moulin Wake",79,"GR1"
"Jessica Bailey","Requiem Tycoon",167,"Gr2"
"Jessica Bailey","Reservoir Adaptation",61,"GR1"
"Jessica Bailey","Right Cranes",153,"Gr2"
"Jessica Bailey","Savannah Town",84,"GR1"
"Jessica Bailey","Suit Walls",111,"GR1"
"Jessica Bailey","Swarm Gold",123,"Gr2"
"Jessica Bailey","Truman Crazy",92,"GR1"
"Jessica Bailey","Virginian Pluto",164,"Gr2"
"Jessica Bailey","Whisperer Giant",59,"less 60 min"
"Jessica Bailey","Wolves Desire",55,"less 60 min"
"Rip Winslet","Alabama Devil",114,"GR1"
"Rip Winslet","Attraction Newton",83,"GR1"
"Rip Winslet","Chamber Italian",117,"GR1"
"Rip Winslet","Clue Grail",70,"GR1"
"Rip Winslet","Dances None",58,"less 60 min"
"Rip Winslet","Date Speed",104,"GR1"
"Rip Winslet","Dawn Pond",57,"less 60 min"
"Rip Winslet","Driving Polish",175,"Gr2"
"Rip Winslet","Express Lonely",178,"Gr2"
"Rip Winslet","Finding Anaconda",156,"Gr2"
"Rip Winslet","Floats Garden",145,"Gr2"
"Rip Winslet","Forward Temple",90,"GR1"
"Rip Winslet","Games Bowfinger",119,"GR1"
"Rip Winslet","Gilbert Pelican",114,"GR1"
"Rip Winslet","Greatest North",93,"GR1"
"Rip Winslet","Greek Everyone",176,"Gr2"
"Rip Winslet","Gump Date",53,"less 60 min"
"Rip Winslet","Hanging Deep",62,"GR1"
"Rip Winslet","Hotel Happiness",181,"BGr3"
"Rip Winslet","Kill Brotherhood",54,"less 60 min"
"Rip Winslet","Muppet Mile",50,"less 60 min"
"Rip Winslet","Panky Submarine",93,"GR1"
"Rip Winslet","Patton Interview",175,"Gr2"
"Rip Winslet","Perdition Fargo",99,"GR1"
"Rip Winslet","Queen Luke",163,"Gr2"
"Rip Winslet","Roxanne Rebel",171,"Gr2"
"Rip Winslet","Spoilers Hellfighters",151,"Gr2"
"Rip Winslet","Stallion Sundance",130,"Gr2"
"Rip Winslet","Stampede Disturbing",75,"GR1"
"Rip Winslet","Whale Bikini",109,"GR1"
"Kenneth Paltrow","Alien Center",46,"less 60 min"
"Kenneth Paltrow","Born Spinal",179,"Gr2"
"Kenneth Paltrow","Caddyshack Jedi",52,"less 60 min"
